key,0,1,2,3,4,5,6,7,8,9,10,11
#,Image,FontColor,,,,UnlockCondition,,,,SortKey,Name,
int32,Image,byte,bool,bool,byte,BannerCondition,uint16,uint16,uint16,byte,uint16,str
0,,0,True,True,0,"BannerCondition#0",0,0,0,0,0,"Nichts"
1,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
2,"ui/icon/193000/193002.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,1,"Schwarz"
3,"ui/icon/193000/193003.tex",2,True,True,0,"BannerCondition#1",0,0,0,1,2,"Weiß"
4,"ui/icon/193000/193004.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,5,"Violett"
5,"ui/icon/193000/193005.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,6,"Abgestufter Verteidiger"
6,"ui/icon/193000/193006.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,8,"Abgestufter Angreifer"
7,"ui/icon/193000/193007.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,7,"Abgestufter Heiler"
8,"ui/icon/193000/193008.tex",2,True,True,0,"BannerCondition#1",0,0,0,1,4,"Elfenbein"
9,"ui/icon/193000/193009.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,10,"Transparent"
10,"ui/icon/193000/193010.tex",2,True,True,0,"BannerCondition#1",0,0,0,1,3,"Beige"
11,"ui/icon/193000/193011.tex",2,True,True,0,"BannerCondition#1",0,0,0,1,9,"Angestuftes Rosa"
12,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
13,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
14,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
15,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
16,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
17,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
18,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
19,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
20,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
21,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
22,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
23,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
24,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
25,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
26,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
27,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
28,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
29,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
30,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
31,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
32,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
33,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
34,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
35,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
36,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
37,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
38,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
39,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
40,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
41,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
42,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
43,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
44,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
45,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
46,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
47,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
48,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
49,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
50,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
51,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
52,"ui/icon/193000/193901.tex",1,True,True,0,"BannerCondition#154",0,0,0,7,4000,"Companion-App 1"
53,"ui/icon/193000/193902.tex",1,True,True,0,"BannerCondition#155",0,0,0,7,4001,"Companion-App 2"
54,"ui/icon/193000/193701.tex",1,True,True,0,"BannerCondition#319",0,0,0,4,2500,"Schatten von Bahamut (fatal)"
55,"ui/icon/193000/193702.tex",1,True,True,0,"BannerCondition#320",0,0,0,4,2501,"Heldenlied von Ultima (fatal)"
56,"ui/icon/193000/193703.tex",2,True,True,0,"BannerCondition#321",0,0,0,4,2502,"Alexander (fatal)"
57,"ui/icon/193000/193704.tex",1,True,True,0,"BannerCondition#322",0,0,0,4,2503,"Drachenkrieg (fatal)"
58,"ui/icon/193000/193966.tex",1,True,True,0,"BannerCondition#344",0,0,0,3,2315,"Aufträge der Omikron"
59,"ui/icon/193000/193012.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,11,"Kaffeepause"
60,"ui/icon/193000/193013.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,12,"Geometrisch: Kreise"
61,"ui/icon/193000/193014.tex",1,True,True,0,"BannerCondition#347",0,0,0,7,13,"Musik"
62,"ui/icon/193000/193015.tex",1,True,True,0,"BannerCondition#1",0,0,0,1,14,"Fernöstlich"
63,"ui/icon/193000/193962.tex",1,True,True,0,"BannerCondition#429",0,0,0,3,2311,"Aufträge der Pixies"
64,"ui/icon/193000/193963.tex",1,True,True,0,"BannerCondition#430",0,0,0,3,2312,"Aufträge der Qitari"
65,"ui/icon/193000/193964.tex",1,True,True,0,"BannerCondition#431",0,0,0,3,2313,"Aufträge der Zwerge"
66,"ui/icon/193000/193965.tex",1,True,True,0,"BannerCondition#432",0,0,0,3,2314,"Aufträge der Arkasodara"
67,"ui/icon/193000/193967.tex",1,True,True,0,"BannerCondition#433",0,0,0,3,2316,"Aufträge der Loporrit"
68,"ui/icon/193000/193705.tex",1,True,True,0,"BannerCondition#434",0,0,0,4,2504,"Omega (fatal)"
69,"ui/icon/193000/193710.tex",1,True,True,0,"BannerCondition#465",0,0,0,4,2358,"Tiefes Gewölbe: Eureka Orthos 1"
70,"ui/icon/193000/193711.tex",1,True,True,0,"BannerCondition#466",0,0,0,4,2359,"Tiefes Gewölbe: Eureka Orthos 2"
71,"ui/icon/193000/193712.tex",2,True,True,0,"BannerCondition#467",0,0,0,3,2251,"Die vier Tierheiligen"
72,"ui/icon/193000/193713.tex",2,True,True,0,"BannerCondition#468",0,0,0,8,2340,"Inselparadies 1"
73,"ui/icon/193000/193714.tex",1,True,True,0,"BannerCondition#469",0,0,0,8,2341,"Inselparadies 2"
74,"ui/icon/193000/193960.tex",1,True,True,0,"BannerCondition#524",0,0,0,3,2308,"Aufträge der Kojin"
75,"ui/icon/193000/193959.tex",1,True,True,0,"BannerCondition#525",0,0,0,3,2309,"Aufträge der Ananta"
76,"ui/icon/193000/193961.tex",1,True,True,0,"BannerCondition#526",0,0,0,3,2310,"Aufträge der Namazuo"
77,"ui/icon/193000/193715.tex",1,True,True,0,"BannerCondition#527",0,0,0,3,2250,"Das Ende einer Ära"
78,"ui/icon/193000/193716.tex",1,True,True,0,"BannerCondition#523",0,0,0,7,3950,"10. Jubiläum"
79,"ui/icon/193000/193717.tex",1,True,True,0,"BannerCondition#529",0,0,0,8,2343,"Fischer auf großer Fahrt"
80,"ui/icon/193000/193718.tex",1,True,True,0,"BannerCondition#530",0,0,0,8,2344,"Kapitalbeschaffung"
81,"ui/icon/193000/193719.tex",1,True,True,0,"BannerCondition#531",0,0,0,8,2350,"Mahjong-Profi"
82,"ui/icon/193000/193956.tex",1,True,True,0,"BannerCondition#567",0,0,0,3,2305,"Aufträge der Vanu Vanu"
83,"ui/icon/193000/193957.tex",1,True,True,0,"BannerCondition#568",0,0,0,3,2306,"Aufträge der Gnath"
84,"ui/icon/193000/193958.tex",1,True,True,0,"BannerCondition#569",0,0,0,3,2307,"Aufträge der Mogrys"
85,"ui/icon/193000/193723.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2252,"Mythen Eorzeas: Halone"
86,"ui/icon/193000/193724.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2253,"Mythen Eorzeas: Menphina"
87,"ui/icon/193000/193725.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2254,"Mythen Eorzeas: Thaliak"
88,"ui/icon/193000/193726.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2255,"Mythen Eorzeas: Nymeia"
89,"ui/icon/193000/193727.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2256,"Mythen Eorzeas: Llymlaen"
90,"ui/icon/193000/193728.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2257,"Mythen Eorzeas: Oschon"
91,"ui/icon/193000/193729.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2258,"Mythen Eorzeas: Byregot"
92,"ui/icon/193000/193730.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2259,"Mythen Eorzeas: Rhalgr"
93,"ui/icon/193000/193731.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2260,"Mythen Eorzeas: Azeyma"
94,"ui/icon/193000/193732.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2261,"Mythen Eorzeas: Nald'thal"
95,"ui/icon/193000/193733.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2262,"Mythen Eorzeas: Nophica"
96,"ui/icon/193000/193734.tex",2,True,True,0,"BannerCondition#572",0,0,0,3,2263,"Mythen Eorzeas: Althyk"
97,"ui/icon/193000/193722.tex",1,True,True,0,"BannerCondition#573",0,0,0,3,2242,"Tatarus Wohlstandsmanufaktur"
98,"ui/icon/193000/193720.tex",2,True,True,0,"BannerCondition#570",0,0,0,8,2351,"Khloes Abenteueralbum"
99,"ui/icon/193000/193721.tex",1,True,True,0,"BannerCondition#571",0,0,0,8,2352,"Traumtafel"
100,"ui/icon/193000/193735.tex",1,True,True,0,"BannerCondition#575",0,0,0,7,3951,"Stolperville 1"
101,"ui/icon/193000/193736.tex",1,True,True,0,"BannerCondition#576",0,0,0,7,3952,"Stolperville 2"
102,"ui/icon/193000/193737.tex",1,True,True,0,"BannerCondition#577",0,0,0,7,3953,"Stolperville 3"
103,"ui/icon/193000/193738.tex",1,True,True,0,"BannerCondition#607",0,0,0,7,3954,"Yo-kai Watch"
104,"ui/icon/193000/193954.tex",1,True,True,0,"BannerCondition#694",0,0,0,3,2302,"Aufträge der Kobolde"
105,"ui/icon/193000/193952.tex",1,True,True,0,"BannerCondition#695",0,0,0,3,2301,"Aufträge der Sylphen"
106,"ui/icon/193000/193951.tex",1,True,True,0,"BannerCondition#696",0,0,0,3,2300,"Aufträge der Amalj'aa"
107,"ui/icon/193000/193955.tex",1,True,True,0,"BannerCondition#697",0,0,0,3,2303,"Aufträge der Sahagin"
108,"ui/icon/193000/193953.tex",1,True,True,0,"BannerCondition#698",0,0,0,3,2304,"Aufträge der Ixal"
109,"ui/icon/193000/193662.tex",1,True,True,0,"BannerCondition#701",0,0,0,9,1036,"Tuliyollal 1"
110,"ui/icon/193000/193663.tex",1,True,True,0,"BannerCondition#702",0,0,0,9,1037,"Tuliyollal 2"
111,"ui/icon/193000/193664.tex",1,True,True,0,"BannerCondition#699",0,0,0,9,1038,"Lösung Neun 1"
112,"ui/icon/193000/193665.tex",2,True,True,0,"BannerCondition#700",0,0,0,9,1039,"Lösung Neun 2"
113,"ui/icon/193000/193968.tex",1,True,True,0,"BannerCondition#767",0,0,0,3,2317,"Aufträge der Pelupelu"
114,"ui/icon/193000/193654.tex",2,True,True,0,"BannerCondition#768",0,0,0,9,1020,"Ishgard 1"
115,"ui/icon/193000/193672.tex",1,True,True,0,"BannerCondition#769",0,0,0,9,1021,"Ishgard 2"
116,"ui/icon/193000/193655.tex",2,True,True,0,"BannerCondition#770",0,0,0,9,1022,"Frohehalde 1"
117,"ui/icon/193000/193673.tex",1,True,True,0,"BannerCondition#771",0,0,0,9,1023,"Frohehalde 2"
118,"ui/icon/193000/193656.tex",1,True,True,0,"BannerCondition#772",0,0,0,9,1024,"Kugane 1"
119,"ui/icon/193000/193668.tex",2,True,True,0,"BannerCondition#773",0,0,0,9,1025,"Kugane 2"
120,"ui/icon/193000/193657.tex",1,True,True,0,"BannerCondition#774",0,0,0,9,1026,"Rhalgrs Wacht 1"
121,"ui/icon/193000/193669.tex",2,True,True,0,"BannerCondition#775",0,0,0,9,1027,"Rhalgrs Wacht 2"
122,"ui/icon/193000/193658.tex",2,True,True,0,"BannerCondition#776",0,0,0,9,1028,"Crystarium 1"
123,"ui/icon/193000/193670.tex",1,True,True,0,"BannerCondition#777",0,0,0,9,1029,"Crystarium 2"
124,"ui/icon/193000/193659.tex",1,True,True,0,"BannerCondition#778",0,0,0,9,1030,"Eulmore 1"
125,"ui/icon/193000/193671.tex",1,True,True,0,"BannerCondition#779",0,0,0,9,1031,"Eulmore 2"
126,"ui/icon/193000/193660.tex",1,True,True,0,"BannerCondition#780",0,0,0,9,1032,"Alt-Sharlayan 1"
127,"ui/icon/193000/193666.tex",2,True,True,0,"BannerCondition#781",0,0,0,9,1033,"Alt-Sharlayan 2"
128,"ui/icon/193000/193661.tex",1,True,True,0,"BannerCondition#782",0,0,0,9,1034,"Radz-at-Han 1"
129,"ui/icon/193000/193667.tex",1,True,True,0,"BannerCondition#783",0,0,0,9,1035,"Radz-at-Han 2"
130,"ui/icon/193000/193739.tex",2,True,True,0,"BannerCondition#872",0,0,0,4,2505,"Eine zweite Zukunft"
131,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
132,"ui/icon/193000/193706.tex",1,True,True,0,"BannerCondition#874",0,0,0,4,2354,"Tiefes Gewölbe: Palast der Toten 1"
133,"ui/icon/193000/193707.tex",2,True,True,0,"BannerCondition#875",0,0,0,4,2355,"Tiefes Gewölbe: Palast der Toten 2"
134,"ui/icon/193000/193708.tex",1,True,True,0,"BannerCondition#876",0,0,0,4,2356,"Tiefes Gewölbe: Himmelssäule 1"
135,"ui/icon/193000/193709.tex",1,True,True,0,"BannerCondition#877",0,0,0,4,2357,"Tiefes Gewölbe: Himmelssäule 2"
136,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
137,"ui/icon/193000/193741.tex",1,True,True,0,"BannerCondition#878",0,0,0,8,2342,"Kosmo-Erkundung"
138,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
139,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
140,,0,False,False,0,"BannerCondition#0",0,0,0,0,0,""
