key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
#,Name,Description,LeveClient,,LeveAssignmentType,Town,ClassJobLevel,TimeLimit,AllowanceCost,PlaceName{Start},PlaceName{Issued},FishingSpot,,ClassJobCategory,JournalGenre,PlaceName{StartZone},Icon{CityState},DataId,CanCancel,MaxDifficulty,ExpFactor,ExpReward,GilReward,LeveRewardItem,LeveVfx,LeveVfx{Frame},Level{Levemete},Icon{Issuer},LockedLeve,Level{Start},BGM
int32,str,str,LeveClient,byte,LeveAssignmentType,Town,uint16,byte,byte,PlaceName,PlaceName,FishingSpot,byte,ClassJobCategory,JournalGenre,PlaceName,Image,Row,bit&01,byte,single,uint32,uint32,LeveRewardItem,LeveVfx,LeveVfx,Level,Image,bit&02,Level,BGM
0,"","","",0,"","Nowheresville",0,0,1,"","","Undiscovered Fishing Hole",0,"","","","ui/icon/020000/020011.tex",,True,0,1,0,0,"LeveRewardItem#0","","",,,True,,"music/ffxiv/BGM_Leves.scd"
1,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
2,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
3,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
4,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
5,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
6,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
7,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
8,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
9,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
10,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
11,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
12,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
13,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
14,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
15,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
16,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
17,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
18,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
19,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
20,"","","",0,"","Nowheresville",0,0,0,"","","Undiscovered Fishing Hole",0,"","","",,,False,0,0,0,0,"LeveRewardItem#0","","",,,False,,""
21,"In guter Ge<SoftHyphen/>sell<SoftHyphen/>schaft","Da die Bruderschaft der Morgenviper schon bald einen Zustrom an neuen Rekruten erwartet, hat die Staatliche Ge<SoftHyphen/>sell<SoftHyphen/>schaft eine große Bestellung von Harpunen beim Handelshaus „Schwarzer Hase“ aufgegeben. Um diesen Bedarf zu stillen, sind gewillte Handwerker aufgerufen, ihre Talente zur Verfügung zu stellen.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",1,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","In with the New",True,0,1,1330,113,"LeveRewardItem#2","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
22,"Feldscherer","Jeder Einheit der Bruderschaft der Morgenviper wird mindestens ein Druide zugeteilt, um verletzte Soldaten möglichst vor Ort versorgen zu können. Die in Ausbildung befindlichen Heiler werden von Grund auf neu ausgerüstet, wozu auch ein Paar Holzschuhe gehören. Diese wollen wir nun von freischaffenden Zimmerleuten ankaufen.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",1,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Touch and Heal",True,0,1,1690,113,"LeveRewardItem#2","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
23,"Aufnahmegeschenke","Wenn Rekruten des Klageregiments ihr grundlegendes Training abschließen, erhalten sie ein paar Holzschuhe als symbolisches Geschenk für ihre Verbundenheit mit dem Wald. Im Laufe der nächsten Sonnen stehen größere Zeremonien an, daher sucht die Gilde der Pikeniere nach fähigen Handwerkern, um genügend Schuhwerk zu produzieren.","Client: First Spear Wood Wailer, Lanverlais the Lawful",6,"Carpenter","Gridania",1,0,1,"The Bannock","The Bannock","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","A Clogful of Camaraderie",True,0,1,630,112,"LeveRewardItem#2","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2648092","ui/icon/110000/110010.tex",True,,"music/ffxiv/BGM_Leves.scd"
24,"Verbrannte Bögen","Zahlreiche Kisten voller Kurzbögen in einem Lager des Klageregiments sind kürzlich einem Feuer zum Opfer gefallen. Um die Bestände wiederaufzufüllen, bittet die Gilde talentierte Zimmerer um Unterstützung bei der Herstellung.","Client: First Spear Wood Wailer, Lanverlais the Lawful",6,"Carpenter","Gridania",1,0,1,"The Bannock","The Bannock","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","Bowing Out",True,0,1,1160,112,"LeveRewardItem#3","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2648092","ui/icon/110000/110010.tex",True,,"music/ffxiv/BGM_Leves.scd"
25,"Luftabwehr","Die hinterhältigen Ixal greifen oft aus der Luft an. Von ihren Kriegsballons aus haben sie eine überlegene Schussposition und lassen Pfeile auf die Köpfe unserer Soldaten regnen. Um uns besser gegen diese Luftangriffe zu verteidigen, brauchen wir neue Holzschilde, die wir von Zimmerleuten ankaufen.","Client: First Spear Wood Wailer, Lanverlais the Lawful",6,"Carpenter","Gridania",1,0,1,"The Bannock","The Bannock","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Central Shroud","ui/icon/080000/080012.tex","Got Your Back",True,0,1,1690,113,"LeveRewardItem#3","ui/icon/080000/080033.tex","ui/icon/080000/080005.tex","Level#2648092","ui/icon/110000/110010.tex",True,,"music/ffxiv/BGM_Leves.scd"
26,"Harfenspiel","Die Männer Gridanias sind fasziniert von einer Gruppe reisender Barden, die sich „Die Homunkuli“ nennen und mit ihren Harfen in die Herzen der Frauen spielen. Das Handelshaus „Schwarzer Hase“ wittert ein gutes Geschäft und möchte günstige Harfen für jedermann produzieren. Dafür wird zunächst Ahornbauholz von fähigen Handwerkern gesucht.","Client: Black Rabbit Traders Consignor, Maisenta Hawke",6,"Carpenter","Gridania",1,0,1,"Gridania","Gridania","Undiscovered Fishing Hole",0,"CRP","Carpenter Levequests","Gridania","ui/icon/080000/080012.tex","Gridania's Got Talent",True,0,1,630,113,"LeveRewardItem#3","ui/icon/080000/080034.tex","ui/icon/080000/080005.tex","Level#2257767","ui/icon/110000/110007.tex",True,,"music/ffxiv/BGM_Leves.scd"
